Id,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
1,Marina Maximilian,Not Afraid,37.0,0.334,-0.6762181389094886,9.0,0.15328367123152364,0,26.246030287918952,0.7230426792525689,0.003912336819915625,-0.5986267447657266,0.235,1.0144643615843387,452.71072441460893,4,9
2,The Black Keys,Howlin' for You,67.0,0.725,0.2560621323963202,11.0,0.5231453948853027,1,11.415394801429208,0.30073891924099494,0.045737891673853746,-0.6297896732908114,0.38,0.42556043658581566,438.1278352262043,4,6
3,Royal & the Serpent,phuck u,44.0,0.584,0.5501852133306414,7.0,0.3321910972627191,1,16.15482787030904,0.09892174886497401,0.13956304054412863,1.055407743436196,0.635,1.2264561356984245,401.29415644885734,4,10
4,Detroit Blues Band,Missing You,12.0,0.515,-1.433464455063503,-1.0,-1.5726818306021328,1,32.05025479952565,0.967986043557175,0.021076325601916215,1.134826501285146,0.501,1.5631162595863661,545.9789373226773,3,2
5,Coast Contra,My Lady,48.0,0.565,0.40851663523186255,6.0,0.6913212370731892,0,4.01604812832077,0.5677411370845432,0.003912336819915625,0.5831919521468736,0.619,-1.217968159614217,504.12795994667863,4,5
6,Beck,Fuckin With My Head (Mountain Dew Rock),38.0,0.657,0.598358476519399,7.0,-0.19699278686990593,1,4.629608196258351,0.20279411612618453,0.04802796901058155,0.5590649260629895,0.589,-1.4967964140304053,468.60110968711973,4,10
7,Shadow and Light,Blue,11.0,0.658,-1.055018821132449,1.0,-1.2451225115984335,0,33.332222259258025,0.8504034993146383,0.13956304054412863,-0.8564966778223648,0.528,0.39762899863855916,263.51261535540914,5,0
8,Within The Ruins,Devil In Me,45.0,0.441,1.6720861602535344,7.0,1.7214453238155392,1,4.18408291178698,0.04169775457701304,0.00014698919655872425,1.4476100109860173,0.0478,0.6442327100536025,461.6546328154847,4,8
9,Crazy Cavan,My Little Sister Gotta Motorbike,38.0,0.446,0.6145225900439427,9.0,-0.6617553916067452,1,13.054659860837326,0.6825624196557115,0.003912336819915625,1.3010582735962972,0.718,1.8496457319515172,406.56241833204405,4,10
10,Day Sulan,Bailar,58.0,0.852,-0.68008067307525,7.0,0.3842585635926296,0,11.160589725561099,0.7600138501631069,8.179665456243662e-05,0.8348395538270259,0.483,-0.6188487800343885,452.831094338717,4,5
11,Dierks Bentley,What Was I Thinkin',68.0,0.551,0.6633352335493301,5.0,0.28383731573251736,0,22.726756210086137,0.533680329744389,6.199980780079442e-06,-0.6949809621674711,0.933,1.3606198857312992,263.51261535540914,4,4
12,Elderbrook,My House,51.0,0.856,-0.3974101096843373,6.0,-0.15078941735314688,0,20.83289931459761,0.2723435681568877,0.13956304054412863,-1.306652767280584,0.6,0.13430084948877247,426.5383921758978,4,6
13,Alter Bridge,Blackbird,57.0,0.279,0.5608490966972072,6.0,0.8442095938950507,0,22.32093033637642,0.17088352018773761,0.012521280553671747,-0.44883739440441217,0.132,0.9287294943645742,645.4795884551396,3,8
14,Thieves Like Us,Drugs in My Body - Designer Drugs Remix,19.0,0.751,-0.3163008775324659,7.0,1.4773672855503248,1,19.267451494190862,0.04890973246508748,0.0550562057480784,1.1582090603923103,0.71,0.19615093278979578,528.5451730930857,4,6
15,"Kelsea Ballerini, Kenny Chesney",half of my hometown (feat. Kenny Chesney),70.0,0.571,-0.34212005605665774,10.0,0.7422748277509896,1,22.471405136963217,0.5277632087904076,0.003912336819915625,0.09504629505468862,0.288,0.5857615356410346,263.51261535540914,4,4
16,DJ Enimoney,Sugar Daddy,47.0,0.91,-0.5859886532371937,1.0,-0.8995299385560397,1,11.415394801429208,0.2736851837399214,0.13956304054412863,-0.6455267265114109,0.412,-0.21121698490219837,392.0255093740712,4,9
17,Attawalpa,Done Hanging On - Joel Wolf Alice Remix,25.0,0.529,0.15240224384637918,5.0,0.8905090793083444,1,11.013094569443068,0.34925009509245075,0.13956304054412863,-1.3310586269825164,0.36,0.33297698152901706,533.9232154533084,4,6
18,Foo Fighters,Run,61.0,0.365,1.0420372913335312,4.0,-0.2436600112953306,0,12.722484446762763,0.032107709965006434,0.09057169818438696,1.9619057790698653,0.176,0.5268066548143187,568.6589487557546,4,10
19,The Collective Projekt,Dama Dam Mast Kalandar,10.0,0.232,1.0596348384629075,2.0,1.7816692357402393,1,19.34198564824665,0.8706587691173612,0.003912336819915625,-0.3358859172088836,0.343,1.640296152572363,263.51261535540914,4,0
20,Mohammed Rafi,All Line Clear,4.0,0.525,-1.1728363462686533,6.0,-0.5545521806190155,1,12.970000389100012,0.8789346612214963,0.0012492194004319248,0.7047591445301543,0.889,0.15233396562850146,263.51261535540914,4,3
21,Die Apokalyptischen Reiter,Ghostriders in the Sky,50.0,0.417,1.4421687020937497,5.0,1.3527910709762574,0,8.196654125785855,0.18090083393020548,0.0002549674930260682,-0.5375239794774405,0.176,0.3297101487841835,459.45184731373104,4,8
22,Volbeat,A Warrior's Call,62.0,0.374,1.1068338390322667,10.0,0.9385716434651257,1,12.121065199209706,0.09085602964160698,5.849982888816733e-06,0.8218242326766104,0.429,-0.3885326452858673,512.9132480254336,3,10
23,Danny Weissfeld,חול הים,28.0,0.432,-0.47662745174762117,7.0,-0.1306778220440632,1,36.09977979134327,0.7576984851675099,4.859988190238263e-06,-0.07787891329001942,0.193,-1.5018694727083177,457.98034892340087,4,9
24,Metric,Combat Baby,51.0,0.649,1.1723814432166342,9.0,0.29731931580677246,1,21.977538955187796,0.17894443933771723,0.00016498638899718973,-0.6982066949155907,0.739,0.6195150623163516,457.995633166955,4,10
25,Tyla Yaweh,Tommy Lee (feat. Post Malone) - Tommy Lee Remix,62.0,0.504,-0.4309940856009095,10.0,0.28482127358948894,1,9.99990000099999,0.5905940583624489,0.003912336819915625,-0.776928388883659,0.557,-0.07136222418549325,480.0926993821089,4,10
26,Underoath,A Boy Brushed Red Living In Black And White,62.0,0.419,1.2812724857792333,1.0,1.3527910709762574,0,9.433873265346554,0.11958187814303486,0.003912336819915625,-0.1644216317926689,0.445,1.4949863829812748,517.6871642217914,4,8
27,Adi-Keshet Cohen,Requiem,14.0,0.488,-0.4807448004308329,1.0,-0.4702968876726124,1,27.396509684666174,0.7931710391518467,0.02185933435289352,-0.5224986699754086,0.204,0.5047706082059786,442.6319012452672,4,6
28,Human Impact,Genetic,21.0,0.176,1.1305822054810317,5.0,0.07619603817981385,0,7.042203928141352,0.11696070952851464,0.026641930946421175,-0.6455267265114109,0.182,-0.6657393022547275,530.0566007512782,5,8
29,a crowd of rebellion,Meteor,36.0,0.474,1.3488208261497496,7.0,2.374563392093201,0,17.33072217119287,0.03301927248894626,0.00011399350249380579,1.390355158640753,0.423,-0.6021585725809786,450.07443828771255,4,10
