Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class,energy_loudness,energy_acoustic,loudness_acoustic,mood_score,energy_bin,duration_bin,popularity_bin
37.0,0.334,-0.6762181389094886,9.0,0.1532836712315236,0,26.246030287918952,0.7230426792525689,0.0039123368199156,-0.5986267447657266,0.235,1.0144643615843387,452.7107244146089,4,9,-0.10365319888539479,-0.18728356399318613,0.04245303489861285,-0.09978725556379543,,1,1
67.0,0.725,0.2560621323963202,11.0,0.5231453948853027,1,11.415394801429208,0.3007389192409949,0.0457378916738537,-0.6297896732908114,0.38,0.4255604365858156,438.1278352262043,4,6,0.13395772536764558,0.17905428344090632,0.36581521422159324,0.4339248529585281,0.0,1,4
44.0,0.584,0.5501852133306414,7.0,0.3321910972627191,1,16.15482787030904,0.098921748864974,0.1395630405441286,1.055407743436196,0.635,1.2264561356984245,401.2941564488573,4,10,0.18276662971402896,0.49575992982832556,0.2993301729641163,0.5857740853322566,1.0,0,2
12.0,0.515,-1.433464455063503,-1.0,-1.5726818306021328,1,32.05025479952565,0.967986043557175,0.0210763256019162,1.134826501285146,0.501,1.563116259586366,545.9789373226773,3,2,2.2543835032923587,-0.04589086862674087,-0.05034776762331898,-0.2685857820254013,,3,0
48.0,0.565,0.4085166352318625,6.0,0.6913212370731892,0,4.01604812832077,0.5677411370845432,0.0039123368199156,0.5831919521468736,0.619,-1.217968159614217,504.1279599466786,4,5,0.28241622563346797,0.1765849362273733,0.2988297318465637,0.518606654092745,1.0,3,2
38.0,0.657,0.598358476519399,7.0,-0.1969927868699059,1,4.629608196258351,0.2027941161261845,0.0480279690105815,0.5590649260629895,0.589,-1.4967964140304053,468.6011096871197,4,10,-0.11787230383678757,0.4770148981470372,-0.1570438087733895,0.6131433906077597,1.0,2,1
11.0,0.658,-1.055018821132449,1.0,-1.2451225115984337,0,33.332222259258025,0.8504034993146383,0.1395630405441286,-0.8564966778223648,0.528,0.3976289986385591,263.51261535540914,5,0,1.3136276843520536,-0.15782712379860986,-0.18626597065969433,-0.06620752845297964,,0,0
45.0,0.441,1.6720861602535344,7.0,1.7214453238155392,1,4.18408291178698,0.041697754577013,0.0001469891965587,1.4476100109860173,0.0478,0.6442327100536025,461.6546328154847,4,8,2.878404901585127,1.6023639219116625,1.649664919185332,0.8154744641014138,,2,2
38.0,0.446,0.6145225900439427,9.0,-0.6617553916067452,1,13.054659860837326,0.6825624196557115,0.0039123368199156,1.3010582735962972,0.718,1.8496457319515167,406.5624183320441,4,10,-0.4066636372257207,0.1950725640504543,-0.21006603029143228,0.595009036017577,1.0,0,1
58.0,0.852,-0.68008067307525,7.0,0.3842585635926296,0,11.1605897255611,0.7600138501631069,8.179665456243662e-05,0.8348395538270259,0.483,-0.6188487800343885,452.831094338717,4,5,-0.2613268225630043,-0.1632099423098121,0.09221673321845014,0.1284677307699,,1,3
68.0,0.551,0.6633352335493301,5.0,0.2838373157325173,0,22.726756210086137,0.533680329744389,6.199980780079442e-06,-0.6949809621674711,0.933,1.3606198857312992,263.51261535540914,4,4,0.1882792921214443,0.30932626737765234,0.13235892347862524,0.7105340934197321,1.0,0,4
51.0,0.856,-0.3974101096843373,6.0,-0.1507894173531468,0,20.83289931459761,0.2723435681568877,0.1395630405441286,-1.306652767280584,0.6,0.1343008494887724,426.5383921758978,4,6,0.05992523888955139,-0.28917802239128476,-0.10972288939089267,0.277835956126265,,1,3
57.0,0.279,0.5608490966972072,6.0,0.8442095938950507,0,22.32093033637642,0.1708835201877376,0.0125212805536717,-0.4488373944044121,0.132,0.9287294943645742,645.4795884551396,3,8,0.47347418815915526,0.4650092287594756,0.6999480867140041,0.34763963867888287,1.0,3,3
19.0,0.751,-0.3163008775324659,7.0,1.4773672855503248,1,19.267451494190865,0.0489097324650874,0.0550562057480784,1.1582090603923103,0.71,0.1961509327897957,528.5451730930857,4,6,-0.46729256885732484,-0.30083068623388065,1.4051096468613862,0.3117796489870136,,3,0
70.0,0.571,-0.3421200560566577,10.0,0.7422748277509896,1,22.471405136963217,0.5277632087904076,0.0039123368199156,0.0950462950546886,0.288,0.5857615356410346,263.51261535540914,4,4,-0.2539471056796145,-0.1615616774806419,0.35052948285278024,0.12085197757733689,,0,4
47.0,0.91,-0.5859886532371937,1.0,-0.8995299385560397,1,11.415394801429208,0.2736851837399214,0.1395630405441286,-0.6455267265114109,0.412,-0.2112169849021983,392.0255093740712,4,9,0.5271143372409893,-0.4256122410064632,-0.6533419220427698,0.1622045387051225,,0,2
25.0,0.529,0.1524022438463791,5.0,0.8905090793083444,1,11.013094569443068,0.3492500950924507,0.1395630405441286,-1.3310586269825164,0.36,0.332976981529017,533.9232154533084,4,6,0.13571558185216484,0.09917574569072835,0.5794986986792144,0.32766089753855165,0.0,3,0
61.0,0.365,1.0420372913335312,4.0,-0.2436600112953306,0,12.722484446762763,0.0321077099650064,0.0905716981843869,1.9619057790698653,0.176,0.5268066548143187,568.6589487557546,4,10,-0.2539028181764839,1.0085798602106733,-0.23583664632258994,0.5791149165334125,,3,4
10.0,0.232,1.0596348384629075,2.0,1.7816692357402393,1,19.34198564824665,0.8706587691173612,0.0039123368199156,-0.3358859172088836,0.343,1.640296152572363,263.51261535540914,4,0,1.8879187928079404,0.13705447429291862,0.23044329197637295,0.596353935385163,,0,0
4.0,0.525,-1.1728363462686533,6.0,-0.5545521806190155,1,12.970000389100012,0.8789346612214963,0.0012492194004319,0.7047591445301543,0.889,0.1523339656285014,263.51261535540914,4,3,0.6503989533325204,-0.14198982959275697,-0.06713704761699907,-0.04493453850746135,,0,0
50.0,0.417,1.4421687020937497,5.0,1.3527910709762574,0,8.196654125785855,0.1809008339302054,0.000254967493026,-0.5375239794774405,0.176,0.3297101487841835,459.45184731373104,4,8,1.9509529430338428,1.1812791812169485,1.1080700381033168,0.7547674808374999,,2,3
62.0,0.374,1.1068338390322667,10.0,0.9385716434651256,1,12.121065199209706,0.0908560296416069,5.849982888816733e-06,0.8218242326766104,0.429,-0.3885326452858673,512.9132480254336,3,10,1.0388428553433289,1.0062713109448176,0.8532967504056864,0.6836335356129067,,3,4
28.0,0.432,-0.4766274517476211,7.0,-0.1306778220440632,1,36.09977979134327,0.7576984851675099,4.859988190238263e-06,-0.0778789132900194,0.193,-1.5018694727083175,457.98034892340087,4,9,0.062284637320790946,-0.11548755356919817,-0.03166343423628708,-0.0031509806990484557,,2,0
51.0,0.649,1.1723814432166342,9.0,0.2973193158067724,1,21.9775389551878,0.1789444393377172,0.0001649863889971,-0.6982066949155907,0.739,0.6195150623163516,457.995633166955,4,10,0.34857164856172607,0.9625903031702898,0.24411567753545582,0.8853525772866536,,2,3
62.0,0.504,-0.4309940856009095,10.0,0.2848212735894889,1,9.99990000099999,0.5905940583624489,0.0039123368199156,-0.776928388883659,0.557,-0.0713622241854932,480.0926993821089,4,10,-0.12275628437038824,-0.17645153945565564,0.11660752171231126,0.1459023657596362,,2,4
62.0,0.419,1.2812724857792333,1.0,1.3527910709762574,0,9.433873265346554,0.1195818781430348,0.0039123368199156,-0.1644216317926689,0.445,1.4949863829812748,517.6871642217914,4,8,1.7332939782497006,1.1280555155167578,1.1910217739737892,0.7717089943116933,,3,4
14.0,0.488,-0.4807448004308329,1.0,-0.4702968876726124,1,27.39650968466617,0.7931710391518467,0.0218593343528935,-0.5224986699754086,0.204,0.5047706082059786,442.6319012452672,4,6,0.2260927834074119,-0.099431947506262,-0.09727101656744709,0.01530207982766682,,1,0
21.0,0.176,1.1305822054810315,5.0,0.0761960381798138,0,7.042203928141352,0.1169607095285146,0.0266419309464211,-0.6455267265114109,0.182,-0.6657393022547275,530.0566007512782,5,8,0.08614588489425076,0.9983485085476572,0.06728409549104099,0.5596328821924126,,3,0
36.0,0.474,1.3488208261497496,7.0,2.374563392093201,0,17.33072217119287,0.0330192724889462,0.0001139935024938,1.390355158640753,0.423,-0.6021585725809786,450.07443828771255,4,10,3.2028605562681034,1.3042837437523456,2.2961570364073993,0.8086283304598999,,1,1
38.0,0.452,1.1783777078891455,11.0,1.237263905068647,1,28.16822061350385,0.0211865465847813,0.0001879823302145,-1.2110131666913166,0.522,-0.5428242717023455,480.2634693582263,3,8,1.4579642045087655,1.1534119536864844,1.2110505557062416,0.7635510831556582,,2,1
34.0,0.62,0.790275380268275,-1.0,-0.0125054314728287,1,25.574793483542617,0.7074043955105014,0.0010294699139611,1.9300544925263965,0.732,0.4457528494945482,364.5270908999769,4,10,-0.009882734612608557,0.23123110260276433,-0.0036590342811943146,0.7217101521073099,2.0,0,1
36.0,0.563,-1.5501948891524622,3.0,-0.833966974029413,1,31.151677517834337,0.990578174668388,0.0162669724638719,-0.3916235598667218,0.26,0.4028048769351952,263.51261535540914,4,0,1.2928113408623403,-0.014605665475552055,-0.007857491161638093,-0.373177955660985,,0,1
1.0,0.403,1.1068338390322667,1.0,1.2159652722734695,1,15.060014156413306,0.8310694107104097,0.1395630405441286,1.0708529402288194,0.498,-0.1521448030930162,645.4795884551396,4,10,1.3458715104403598,0.1869780926733803,0.20541373000083427,0.7130335356129067,,3,0
55.0,0.247,0.9089615580720704,1.0,-0.3333868457444838,1,18.44984409881737,0.2182785766122211,8.58996310616128e-06,-0.7686100507462952,0.601,1.635570786980591,505.2989214316611,4,10,-0.303035826748639,0.7105547229808721,-0.26061563959413975,0.6179846232288282,2.0,3,3
44.0,0.467,-1.7286546111768772,1.0,-2.145355493062566,1,31.745023967493093,0.9008222937420152,0.1016536537264998,-0.6141566061372734,0.108,-0.7357242883800771,263.51261535540914,4,0,3.7085786656962476,-0.17144399924881132,-0.21277143690991338,-0.518961844470751,,0,2
47.0,0.742,-0.8010523294349594,5.0,-0.3369490569897341,0,16.102800276968164,0.392354808564425,0.0639133257436528,-0.3916235598667218,0.444,-1.8779052369833904,531.3407569535768,4,10,0.2699138270025394,-0.48675559606941915,-0.20474547423856343,0.03537906822601619,,3,2
31.0,0.666,-0.9452094461988176,1.0,-0.1821400174981165,0,11.627771770095697,0.7447034238345107,0.0039123368199156,0.7404233310628054,0.497,-1.3674655772162116,375.4530596492723,4,5,0.17216046507003765,-0.2413087353738364,-0.04649972284999145,-0.029183778479527078,,0,0
37.0,0.643,1.5816808265826938,2.0,0.3065696708466598,1,16.051106723808605,0.2276638114962505,5.709836985705381e-05,1.8874637491607764,0.686,-0.9440898766589578,496.6155454675176,4,10,0.48489537038992925,1.2215893410323377,0.2367748510925583,1.0313723306330775,,2,1
55.0,0.607,-0.1663660172970241,6.0,0.5206136640767691,0,38.16648219533605,0.217576711391712,0.0221528046411333,-1.5688537023511426,0.567,-0.7366301302766989,455.6171638557968,4,1,-0.08661242184286287,-0.13016864636620093,0.40734025514135624,0.2856535930811903,,1,3
32.0,0.899,0.1524022438463791,10.0,-0.5503608546949211,1,5.813919686513451,0.0898763734707568,0.0198026272961797,-0.5526486904220749,0.708,-0.1754980412892415,468.1196428264894,4,6,-0.08387622918071698,0.13870488286066057,-0.5008964169746755,0.5430608975385516,0.0,2,1
44.0,0.411,-0.7675417929779678,9.0,-0.095289579497618,1,37.035665345727935,0.7287361631121843,0.0039123368199156,-1.276426810256044,0.0544,-1.4348726635657785,263.51261535540914,4,0,0.07313873469971832,-0.2082063317349571,-0.0258486169499504,-0.16739671719118712,,0,2
3.0,0.774,-0.8231716059847712,11.0,-1.3701920726159604,1,34.128528036585784,0.6534335077087574,7.139974510321331e-06,-0.4057869087207519,0.768,-0.1406818506033236,421.18879377305376,4,10,1.1279032089228824,-0.285283696039891,-0.47486266037178093,0.13333135760609147,,1,0
21.0,0.732,-0.6216144220951143,2.0,-0.4157583885046726,0,25.188282411022392,0.931785984862676,0.0870947068509337,-0.8359425113600047,0.235,0.4272459082131891,263.51261535540914,1,0,0.25844141040152807,-0.042402815598375006,-0.02836054900692715,0.041454231161954264,,0,0
60.0,0.614,-0.90633742227435,11.0,-0.7430212530826324,0,37.87735313056324,0.1778973443345818,0.0028459464499187,-0.6933697050166661,0.388,-0.5431280326746789,487.4966666552706,4,10,0.6734279672139705,-0.7451024017806926,-0.6108397453750789,-0.06193496890974001,,2,4
39.0,0.467,1.6138227100296958,11.0,2.098790025533035,0,4.739314031687054,0.0399164924502158,0.0100493358530014,1.4353566559053323,0.258,0.1697758090270446,473.45538332560966,4,8,3.3870750067890167,1.5494045680088087,2.0150136893242574,0.8630290840118784,,2,1
65.0,0.542,-0.962687095663981,6.0,-0.8999342636234214,0,2.5906668635573484,0.7899791694555567,0.0039123368199156,-0.9033537697597224,0.496,-0.7668486411320765,461.1886815610288,4,5,0.866355102536135,-0.20218434338576724,-0.18900494148159297,-0.07367483826559243,,2,4
44.0,0.512,-0.4142439193567666,8.0,0.094633645307142,1,37.45178083217856,0.1232008967157985,0.0039123368199156,-1.5732698334306272,0.821,-0.8940430795649703,413.3533597299047,1,10,-0.03920141213504858,-0.363208697032946,0.08297469534581729,0.2342024322572933,,1,2
36.0,0.528,-0.8956350169506253,3.0,-0.811229611449852,1,27.932180665344543,0.9926122218065362,0.1395630405441286,-0.5075720200476881,0.422,-0.3009783745168886,263.51261535540914,4,3,0.7265656468017373,-0.006616752847530421,-0.005993184433361338,-0.07325400678025015,,0,1
47.0,0.704,-1.9073272658509588,9.0,-2.26692486155084,0,16.694212116659152,0.9743475801873288,0.1395630405441286,-0.5986267447657266,0.179,-1.8305240065894488,263.51261535540914,4,7,4.323767598071327,-0.0489275597437631,-0.05815210823228366,-0.4980309063403836,,0,2
40.0,0.591,0.181764546943818,10.0,-0.3687778162534884,1,30.39421294185587,0.7576984851675099,0.1395630405441286,-0.0301400205138157,0.712,-0.071118710023827,467.3863498220717,4,6,-0.06703073269424588,0.04404182506732835,-0.08935542351483791,0.46360581877752716,0.0,2,1
71.0,0.701,-0.6646004227571765,2.0,-0.4782299741756655,1,36.09977979134327,0.0868454560271715,0.004987541511039,-1.4561581894939606,0.752,-0.4473951537590834,559.130575089576,4,10,0.3178318430123009,-0.6068828959669785,-0.43669787398251736,0.17005983089712937,,3,4
54.0,0.583,-1.048297116664514,10.0,-0.3147279896148446,0,19.95968144348416,0.906942198073606,0.0039123368199156,-0.215652373808131,0.22,0.2508586721805551,464.3543905251677,4,9,0.3299284440468607,-0.0975522254425763,-0.029287894918270403,-0.17841884666580568,,2,3
44.0,0.524,-0.3634907294105871,1.0,-0.7196404259363212,1,39.060974180696064,0.2381101577952299,0.1395630405441286,-0.9297556317272452,0.443,-0.6423193860372662,602.4616170346457,4,10,0.26158262333693894,-0.27693989447352896,-0.5482867305607972,0.14470370823576517,,3,2
67.0,0.573,1.262982715077006,11.0,0.3651956358232482,1,12.194973232033757,0.1296638256974172,0.0698058742439629,1.942923685500487,0.284,-0.8325451889206258,538.1077958922357,4,8,0.46123577566631957,1.0992195444504105,0.31784297255440513,0.7622930860308024,,3,4
46.0,0.647,-0.3033197504810763,7.0,0.0005958672882093,0,42.37108597093344,0.0491868473445872,0.0160701801774944,1.2698194393717324,0.445,-0.9693572671649556,538.9870128305505,4,10,-0.00018073831717948044,-0.2884004082175653,0.000566558454866516,0.2062720998075695,,3,2
67.0,0.586,0.4085166352318625,5.0,0.3019400952137133,0,33.00221114814693,0.0362918660169263,0.0014689206076749,-1.1720809092633775,0.424,0.7475777667350951,469.5402006218424,4,6,0.12334755173829434,0.3936908042403422,0.29098212573307924,0.46640665409274495,1.0,2,4
89.0,0.789,-0.6762181389094886,6.0,0.0879679246450424,1,4.132214329692853,0.7428958841446566,0.0039123368199156,-0.2682241735224195,0.437,-1.542501904808502,263.51261535540914,4,9,-0.0594855062872007,-0.17385846672966987,0.0226169154894931,0.09731274443620455,,0,4
63.0,0.71,-1.1081213068597255,8.0,-0.6165777285710181,1,11.013094569443068,0.9662040328196392,0.0023572195736781,-0.018394478239678,0.418,-1.0602662329745804,294.5318318959769,4,6,0.6832429183647177,-0.037450031318489826,-0.02083784067892755,-0.10484852274389031,,0,4
49.0,0.512,0.9433644282639954,9.0,0.025831352122469,0,21.738657855264016,0.1172038717867321,1.0199947980353737e-05,-0.7636323716892712,0.497,0.5542626431878112,591.3941156284868,4,8,0.02436837872629891,0.8327984647655783,0.022803817640229214,0.6800457713055981,2.0,3,3
90.5,0.586,-0.3506841513055851,5.0,-0.2245675130664523,1,30.863244961575266,0.5667051108097063,0.0039123368199156,-0.8138613600486525,0.719,0.8885491016079633,263.51261535540914,4,9,0.07875226773051472,-0.15194965048074568,-0.09730395568986829,0.2512263394777659,,0,4
25.0,0.117,1.1843802185339851,1.0,1.523471179821911,1,13.831067343466897,0.0240439011279735,0.0945826424859478,0.6454351456594953,0.423,0.998862903390366,519.812466183719,4,1,1.804369128887703,1.1559030976616262,1.4868409894029557,0.6357520874135941,,3,0
